"Institution","Year","Statistic Label","UNIT","VALUE"
"Aided technology sector","2009","Part-time Enrolments to Third Level Courses","Number","15025"
"Aided technology sector","2009","Entrants to Third Level Courses","Number","17100"
"Aided technology sector","2010","Full-time Enrolments to Third Level Courses","Number","59832"
"Aided technology sector","2010","Part-time Enrolments to Third Level Courses","Number","15450"
"Aided technology sector","2010","Entrants to Third Level Courses","Number","18910"
"Aided technology sector","2011","Full-time Enrolments to Third Level Courses","Number","62885"
"Aided technology sector","2011","Part-time Enrolments to Third Level Courses","Number","15495"
"Aided technology sector","2011","Entrants to Third Level Courses","Number","18719"
"Aided technology sector","2012","Full-time Enrolments to Third Level Courses","Number","63874"
"Aided technology sector","2012","Part-time Enrolments to Third Level Courses","Number","15050"
"Aided technology sector","2012","Entrants to Third Level Courses","Number","19162"
"Aided technology sector","2013","Full-time Enrolments to Third Level Courses","Number","65039"
"Aided technology sector","2013","Part-time Enrolments to Third Level Courses","Number","15866"
"Aided technology sector","2013","Entrants to Third Level Courses","Number","19008"
"Aided technology sector","2014","Full-time Enrolments to Third Level Courses","Number","66490"
"Aided technology sector","2014","Part-time Enrolments to Third Level Courses","Number","17285"
"Aided technology sector","2014","Entrants to Third Level Courses","Number","18881"
"Aided technology sector","2015","Full-time Enrolments to Third Level Courses","Number","68324"
"Aided technology sector","2015","Part-time Enrolments to Third Level Courses","Number","17897"
"Aided technology sector","2015","Entrants to Third Level Courses","Number","19221"
"Aided technology sector","2016","Full-time Enrolments to Third Level Courses","Number","68570"
"Aided technology sector","2016","Part-time Enrolments to Third Level Courses","Number","19337"
"Aided technology sector","2016","Entrants to Third Level Courses","Number","19529"
"Aided technology sector","2017","Full-time Enrolments to Third Level Courses","Number","67636"
"Aided technology sector","2017","Part-time Enrolments to Third Level Courses","Number","19339"
"Aided technology sector","2017","Entrants to Third Level Courses","Number","18930"
"Teacher education colleges","2000","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2000","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2000","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2001","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2001","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2001","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2002","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2002","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2002","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2003","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2003","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2003","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2004","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2004","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2004","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2005","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2005","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2005","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2006","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2006","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2006","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2007","Full-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2007","Part-time Enrolments to Third Level Courses","Number",""
"Teacher education colleges","2007","Entrants to Third Level Courses","Number",""
"Teacher education colleges","2008","Full-time Enrolments to Third Level Courses","Number","6761"
"Teacher education colleges","2008","Part-time Enrolments to Third Level Courses","Number","897"
"Teacher education colleges","2008","Entrants to Third Level Courses","Number","1694"
"Teacher education colleges","2009","Full-time Enrolments to Third Level Courses","Number","6973"
"Teacher education colleges","2009","Part-time Enrolments to Third Level Courses","Number","1356"
"Teacher education colleges","2009","Entrants to Third Level Courses","Number","1880"
"Teacher education colleges","2010","Full-time Enrolments to Third Level Courses","Number","6732"
"Teacher education colleges","2010","Part-time Enrolments to Third Level Courses","Number","1541"
"Teacher education colleges","2010","Entrants to Third Level Courses","Number","1663"
"Teacher education colleges","2011","Full-time Enrolments to Third Level Courses","Number","6691"
"Teacher education colleges","2011","Part-time Enrolments to Third Level Courses","Number","1484"
"Teacher education colleges","2011","Entrants to Third Level Courses","Number","1656"
"Teacher education colleges","2012","Full-time Enrolments to Third Level Courses","Number","6428"
"Teacher education colleges","2012","Part-time Enrolments to Third Level Courses","Number","1240"
"Teacher education colleges","2012","Entrants to Third Level Courses","Number","1727"
"Teacher education colleges","2013","Full-time Enrolments to Third Level Courses","Number","6454"
"Teacher education colleges","2013","Part-time Enrolments to Third Level Courses","Number","1375"
"Teacher education colleges","2013","Entrants to Third Level Courses","Number","1657"
"Teacher education colleges","2014","Full-time Enrolments to Third Level Courses","Number","6703"
"Teacher education colleges","2014","Part-time Enrolments to Third Level Courses","Number","1341"
"Teacher education colleges","2014","Entrants to Third Level Courses","Number","1763"
"Teacher education colleges","2015","Full-time Enrolments to Third Level Courses","Number","6953"
"Teacher education colleges","2015","Part-time Enrolments to Third Level Courses","Number","1422"
"Teacher education colleges","2015","Entrants to Third Level Courses","Number","1751"
"Teacher education colleges","2016","Full-time Enrolments to Third Level Courses","Number","7029"
"Teacher education colleges","2016","Part-time Enrolments to Third Level Courses","Number","1318"
"Teacher education colleges","2016","Entrants to Third Level Courses","Number","1173"
"Teacher education colleges","2017","Full-time Enrolments to Third Level Courses","Number","5118"
"Teacher education colleges","2017","Part-time Enrolments to Third Level Courses","Number","781"
"Teacher education colleges","2017","Entrants to Third Level Courses","Number","1245"
"Other third level education institutions aided by DES","2000","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2000","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2000","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2001","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2001","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2001","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2002","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2002","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2002","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2003","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2003","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2003","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2004","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2004","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2004","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2005","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2005","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2005","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2006","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2006","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2006","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2007","Full-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2007","Part-time Enrolments to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2007","Entrants to Third Level Courses","Number",""
"Other third level education institutions aided by DES","2008","Full-time Enrolments to Third Level Courses","Number","2224"
"Other third level education institutions aided by DES","2008","Part-time Enrolments to Third Level Courses","Number","2430"
"Other third level education institutions aided by DES","2008","Entrants to Third Level Courses","Number","638"
"Other third level education institutions aided by DES","2009","Full-time Enrolments to Third Level Courses","Number","2333"
"Other third level education institutions aided by DES","2009","Part-time Enrolments to Third Level Courses","Number","1943"
"Other third level education institutions aided by DES","2009","Entrants to Third Level Courses","Number","667"
"Other third level education institutions aided by DES","2010","Full-time Enrolments to Third Level Courses","Number","2786"
"Other third level education institutions aided by DES","2010","Part-time Enrolments to Third Level Courses","Number","1879"
"Other third level education institutions aided by DES","2010","Entrants to Third Level Courses","Number","731"
"Other third level education institutions aided by DES","2011","Full-time Enrolments to Third Level Courses","Number","2798"
